"";"1";"2";"3";"4";"5";"6";"7";"8"
"106078";0,205357142857143;0,0863095238095238;0,0982142857142857;0,133928571428571;0,193452380952381;0,0982142857142857;0,0863095238095238;0,0982142857142857
"110534";0,0961538461538462;0,0961538461538462;0,142307692307692;0,0961538461538462;0,142307692307692;0,188461538461538;0,142307692307692;0,0961538461538462
"110539";0,134057971014493;0,134057971014493;0,105072463768116;0,119565217391304;0,16304347826087;0,105072463768116;0,134057971014493;0,105072463768116
"110544";0,11280487804878;0,161585365853659;0,100609756097561;0,11280487804878;0,11280487804878;0,161585365853659;0,100609756097561;0,13719512195122
"111906";0,102459016393443;0,135245901639344;0,102459016393443;0,168032786885246;0,102459016393443;0,118852459016393;0,135245901639344;0,135245901639344
"111954";0,109649122807018;0,12719298245614;0,109649122807018;0,12719298245614;0,109649122807018;0,144736842105263;0,12719298245614;0,144736842105263
"112014";0,143867924528302;0,0872641509433962;0,209905660377358;0,125;0,115566037735849;0,0966981132075472;0,0589622641509434;0,162735849056604
"112030";0,132142857142857;0,103571428571429;0,117857142857143;0,117857142857143;0,132142857142857;0,189285714285714;0,103571428571429;0,103571428571429
"112031";0,123333333333333;0,11;0,123333333333333;0,176666666666667;0,0966666666666667;0,11;0,136666666666667;0,123333333333333
"112040";0,123493975903614;0,19578313253012;0,123493975903614;0,0873493975903614;0,147590361445783;0,0993975903614458;0,123493975903614;0,0993975903614458
"112053";0,148876404494382;0,103932584269663;0,0926966292134832;0,160112359550562;0,115168539325843;0,115168539325843;0,182584269662921;0,0814606741573034
"112057";0,0992063492063492;0,0992063492063492;0,178571428571429;0,0992063492063492;0,0992063492063492;0,162698412698413;0,130952380952381;0,130952380952381
"112072";0,237745098039216;0,159313725490196;0,0612745098039216;0,100490196078431;0,178921568627451;0,071078431372549;0,0808823529411765;0,110294117647059
"112079";0,142241379310345;0,107758620689655;0,107758620689655;0,125;0,107758620689655;0,176724137931034;0,107758620689655;0,125
"112122";0,129464285714286;0,165178571428571;0,111607142857143;0,129464285714286;0,111607142857143;0,111607142857143;0,111607142857143;0,129464285714286
"112258";0,105670103092784;0,13659793814433;0,115979381443299;0,115979381443299;0,146907216494845;0,115979381443299;0,13659793814433;0,126288659793814
"112295";0,16304347826087;0,134057971014493;0,0905797101449275;0,105072463768116;0,105072463768116;0,16304347826087;0,134057971014493;0,105072463768116
"112346";0,129746835443038;0,0791139240506329;0,129746835443038;0,104430379746835;0,0791139240506329;0,15506329113924;0,117088607594937;0,205696202531646
"112348";0,143939393939394;0,174242424242424;0,0934343434343434;0,0833333333333333;0,0833333333333333;0,113636363636364;0,103535353535354;0,204545454545455
"112356";0,165760869565217;0,0896739130434783;0,133152173913043;0,111413043478261;0,0896739130434783;0,263586956521739;0,0679347826086956;0,078804347826087
"112435";0,170138888888889;0,0868055555555556;0,100694444444444;0,128472222222222;0,128472222222222;0,170138888888889;0,100694444444444;0,114583333333333
"114432";0,134259259259259;0,115740740740741;0,115740740740741;0,115740740740741;0,134259259259259;0,115740740740741;0,134259259259259;0,134259259259259
"114435";0,107142857142857;0,107142857142857;0,0941558441558442;0,107142857142857;0,172077922077922;0,0811688311688312;0,224025974025974;0,107142857142857
"114444";0,185606060606061;0,109848484848485;0,0946969696969697;0,109848484848485;0,185606060606061;0,125;0,0946969696969697;0,0946969696969697
"114454";0,15;0,19;0,0966666666666667;0,123333333333333;0,0966666666666667;0,0966666666666667;0,136666666666667;0,11
"114460";0,097972972972973;0,165540540540541;0,097972972972973;0,125;0,192567567567568;0,111486486486486;0,111486486486486;0,097972972972973
"114471";0,149193548387097;0,116935483870968;0,116935483870968;0,100806451612903;0,149193548387097;0,116935483870968;0,133064516129032;0,116935483870968
"114475";0,117924528301887;0,117924528301887;0,136792452830189;0,117924528301887;0,155660377358491;0,117924528301887;0,117924528301887;0,117924528301887
"114476";0,229838709677419;0,100806451612903;0,116935483870968;0,116935483870968;0,116935483870968;0,116935483870968;0,100806451612903;0,100806451612903
"114487";0,12890625;0,11328125;0,12890625;0,11328125;0,14453125;0,16015625;0,09765625;0,11328125
"114493";0,133064516129032;0,100806451612903;0,133064516129032;0,165322580645161;0,100806451612903;0,133064516129032;0,116935483870968;0,116935483870968
"114494";0,109649122807018;0,12719298245614;0,109649122807018;0,109649122807018;0,197368421052632;0,109649122807018;0,12719298245614;0,109649122807018
"114511";0,133064516129032;0,133064516129032;0,133064516129032;0,100806451612903;0,116935483870968;0,181451612903226;0,100806451612903;0,100806451612903
"114838";0,114583333333333;0,142361111111111;0,114583333333333;0,142361111111111;0,0868055555555556;0,170138888888889;0,128472222222222;0,100694444444444
"114853";0,138059701492537;0,123134328358209;0,123134328358209;0,138059701492537;0,0932835820895522;0,167910447761194;0,108208955223881;0,108208955223881
"114856";0,126923076923077;0,126923076923077;0,0961538461538462;0,203846153846154;0,126923076923077;0,126923076923077;0,0961538461538462;0,0961538461538462
"114877";0,136111111111111;0,0805555555555556;0,0805555555555556;0,180555555555556;0,158333333333333;0,136111111111111;0,102777777777778;0,125
"114881";0,0896739130434783;0,0896739130434783;0,165760869565217;0,198369565217391;0,133152173913043;0,078804347826087;0,078804347826087;0,165760869565217
"114887";0,135542168674699;0,0873493975903614;0,123493975903614;0,256024096385542;0,0993975903614458;0,0753012048192771;0,11144578313253;0,11144578313253
"114909";0,152777777777778;0,115740740740741;0,134259259259259;0,115740740740741;0,115740740740741;0,134259259259259;0,115740740740741;0,115740740740741
"114914";0,0915841584158416;0,101485148514851;0,150990099009901;0,141089108910891;0,141089108910891;0,111386138613861;0,131188118811881;0,131188118811881
