"";"1";"2";"3";"4";"5";"6";"7";"8"
"106078";0,169642857142857;0,0863095238095238;0,145833333333333;0,133928571428571;0,145833333333333;0,0863095238095238;0,145833333333333;0,0863095238095238
"110534";0,142307692307692;0,142307692307692;0,142307692307692;0,111538461538462;0,111538461538462;0,0961538461538462;0,126923076923077;0,126923076923077
"110539";0,16304347826087;0,134057971014493;0,119565217391304;0,0905797101449275;0,105072463768116;0,105072463768116;0,105072463768116;0,177536231884058
"110544";0,0884146341463415;0,0884146341463415;0,161585365853659;0,0884146341463415;0,100609756097561;0,161585365853659;0,149390243902439;0,161585365853659
"111906";0,102459016393443;0,118852459016393;0,102459016393443;0,135245901639344;0,184426229508197;0,135245901639344;0,102459016393443;0,118852459016393
"111954";0,12719298245614;0,109649122807018;0,12719298245614;0,162280701754386;0,12719298245614;0,12719298245614;0,109649122807018;0,109649122807018
"112014";0,106132075471698;0,0872641509433962;0,143867924528302;0,209905660377358;0,115566037735849;0,0966981132075472;0,153301886792453;0,0872641509433962
"112030";0,103571428571429;0,117857142857143;0,175;0,132142857142857;0,0892857142857143;0,103571428571429;0,175;0,103571428571429
"112031";0,11;0,0966666666666667;0,0966666666666667;0,15;0,11;0,11;0,15;0,176666666666667
"112040";0,135542168674699;0,123493975903614;0,147590361445783;0,0873493975903614;0,11144578313253;0,183734939759036;0,123493975903614;0,0873493975903614
"112053";0,126404494382022;0,115168539325843;0,126404494382022;0,115168539325843;0,115168539325843;0,0926966292134832;0,182584269662921;0,126404494382022
"112057";0,0992063492063492;0,115079365079365;0,130952380952381;0,115079365079365;0,115079365079365;0,0992063492063492;0,21031746031746;0,115079365079365
"112072";0,306372549019608;0,071078431372549;0,0612745098039216;0,110294117647059;0,0906862745098039;0,149509803921569;0,0612745098039216;0,149509803921569
"112079";0,125;0,107758620689655;0,107758620689655;0,107758620689655;0,125;0,107758620689655;0,193965517241379;0,125
"112122";0,111607142857143;0,111607142857143;0,147321428571429;0,147321428571429;0,111607142857143;0,129464285714286;0,129464285714286;0,111607142857143
"112258";0,0850515463917526;0,157216494845361;0,095360824742268;0,0747422680412371;0,105670103092784;0,177835051546392;0,177835051546392;0,126288659793814
"112295";0,105072463768116;0,148550724637681;0,148550724637681;0,105072463768116;0,119565217391304;0,134057971014493;0,105072463768116;0,134057971014493
"112346";0,0917721518987342;0,104430379746835;0,142405063291139;0,193037974683544;0,117088607594937;0,0917721518987342;0,15506329113924;0,104430379746835
"112348";0,113636363636364;0,0833333333333333;0,0732323232323232;0,164141414141414;0,164141414141414;0,214646464646465;0,0934343434343434;0,0934343434343434
"112356";0,0896739130434783;0,0679347826086956;0,122282608695652;0,0679347826086956;0,0896739130434783;0,0896739130434783;0,35054347826087;0,122282608695652
"112435";0,142361111111111;0,114583333333333;0,142361111111111;0,114583333333333;0,100694444444444;0,100694444444444;0,142361111111111;0,142361111111111
"114432";0,152777777777778;0,115740740740741;0,152777777777778;0,115740740740741;0,115740740740741;0,115740740740741;0,115740740740741;0,115740740740741
"114435";0,133116883116883;0,146103896103896;0,133116883116883;0,107142857142857;0,107142857142857;0,133116883116883;0,0941558441558442;0,146103896103896
"114444";0,185606060606061;0,0946969696969697;0,0946969696969697;0,125;0,0946969696969697;0,125;0,140151515151515;0,140151515151515
